date,mkt_chg,base,score_raw,score_eff,action_ratio,final_multiplier,amount_before_cap,amount_final,channel,cash,position,market_temp,market_mode,trend_strong,current_gain,holding_days,fee_rate,net_gain
2024-01-12,-1.0823,36.88,36.88,42.45,0.0,0.75,86.42,0.0,A,1000,0.0,-12.42,defense,False,0.0,0,0.015,0.0
2024-01-15,0.0277,37.5,37.5,42.86,0.0,0.75,88.01,0.0,A,1000,0.0,-11.7,defense,False,0.0,0,0.015,0.0
2024-01-16,-0.1759,37.5,37.5,42.86,0.0,0.75,88.01,0.0,A,1000,0.0,-10.67,defense,False,0.0,0,0.015,0.0
2024-01-17,-1.7836,31.62,31.62,38.74,0.0,0.75,72.35,0.0,A,1000,0.0,-13.58,defense,False,0.0,0,0.015,0.0
2024-01-18,1.1823,56.82,56.82,53.19,0.0,0.75,131.32,0.0,A,1000,0.0,-10.3,defense,False,0.0,0,0.015,0.0
2024-01-19,-0.2468,37.5,37.5,42.86,0.0,0.75,88.01,0.0,A,1000,0.0,-11.45,defense,False,0.0,0,0.015,0.0
2024-01-22,-2.6512,25.12,25.12,33.44,0.0,0.75,53.85,0.0,A,1000,0.0,-13.14,defense,False,0.0,0,0.015,0.0
2024-01-23,1.3399,58.4,58.4,53.87,0.0,0.75,134.35,0.0,A,1000,0.0,-11.46,defense,False,0.0,0,0.015,0.0
2024-01-24,0.2153,37.5,37.5,42.86,0.0,0.75,88.01,0.0,A,1000,0.0,-9.36,defense,False,0.0,0,0.015,0.0
2024-01-25,1.8277,63.28,63.28,55.86,0.0,0.75,143.29,0.0,A,1000,0.0,-7.71,defense,False,0.0,0,0.015,0.0
2024-01-26,-1.6168,32.87,32.87,39.67,0.0,0.75,75.78,0.0,A,1000,0.0,-11.93,defense,False,0.0,0,0.015,0.0
2024-01-29,-1.907,30.7,30.7,38.04,0.0,0.75,69.78,0.0,A,1000,0.0,-15.44,defense,False,0.0,0,0.015,0.0
2024-01-30,-2.2085,22.75,47.4,48.66,0.0,0.6,111.71,0.0,A,1000,0.0,-16.5,defense,False,0.0,0,0.015,0.0
2024-01-31,-2.1722,22.97,53.74,51.8,0.0,0.6,125.21,0.0,A,1000,0.0,-17.67,defense,False,0.0,0,0.015,0.0
2024-02-01,0.8485,53.48,75.87,60.28,0.0,0.75,163.72,0.0,A,1000,0.0,-15.38,defense,False,0.0,0,0.015,0.0
2024-02-02,-2.2293,28.28,58.08,53.74,1.3,0.75,133.75,173.87,A,1000,0.0,-16.78,defense,False,0.0,0,0.015,0.0
2024-02-05,-1.2356,35.73,65.31,56.64,1.3,0.75,146.84,190.89,A,825.96,173.87,-15.99,defense,False,0.0,1,0.015,0.0
2024-02-06,4.9198,100.0,100.0,66.67,1.0,1.0,255.0,255.0,D,634.88,385.66,-9.68,defense,False,0.0573,2,0.015,0.0423
2024-02-07,2.1685,88.91,88.91,64.01,1.0,1.0,181.55,181.55,A,379.62,649.69,-5.73,defense,False,0.0483,3,0.015,0.0333
2024-02-08,1.811,84.15,84.15,62.73,1.0,1.0,175.38,175.38,A,197.89,842.35,-4.89,defense,False,0.0512,4,0.015,0.0362
2024-02-19,1.9398,85.86,85.86,63.2,1.0,1.0,177.65,177.65,A,85.19,1007.82,-0.72,defense,False,0.1028,5,0.015,0.0878
2024-02-20,-0.2504,50.0,50.0,50.0,1.0,1.0,117.4,117.4,A,85.19,1003.29,-1.12,defense,True,0.0978,6,0.015,0.0828
2024-02-21,-0.0893,50.0,50.0,50.0,0.7,1.0,117.4,82.18,A,85.19,983.14,-0.99,defense,True,0.0758,7,0.005,0.0708
2024-02-22,1.3625,58.63,58.63,53.97,0.7,0.75,134.78,94.34,A,85.19,997.75,3.57,defense,True,0.0917,8,0.005,0.0867
2024-02-23,0.2882,50.0,50.0,50.0,0.7,1.0,117.4,82.18,A,85.19,999.26,2.27,defense,True,0.0934,9,0.005,0.0884
2024-02-26,0.199,37.5,37.5,42.86,0.7,0.75,88.01,61.6,A,85.19,1001.78,2.93,defense,True,0.0962,10,0.005,0.0912
2024-02-27,3.2096,100.0,100.0,66.67,1.0,1.0,285.0,285.0,D,85.19,1043.08,11.88,attack,False,0.1413,11,0.005,0.1363
2024-02-28,-2.9008,30.99,0.0,0.0,0.7,1.0,0.0,-297.5,none,56.38,1024.24,5.23,defense,True,0.0865,12,0.005,0.0815
2024-02-29,3.4581,75.0,75.0,60.0,0.7,0.75,203.65,142.56,A,352.1,754.28,10.09,attack,False,0.1277,13,0.005,0.1227
2024-03-01,1.9428,64.43,64.43,56.3,0.7,0.75,181.4,126.98,A,209.4,920.42,10.27,attack,True,0.1343,14,0.005,0.1293
2024-03-04,0.4352,50.0,50.0,50.0,0.7,1.0,145.11,101.58,A,82.29,1070.75,13.58,attack,True,0.141,15,0.005,0.136
2024-03-05,-0.3722,54.41,54.41,52.11,1.0,1.0882,157.02,157.02,A,82.29,1062.3,16.14,attack,True,0.132,16,0.005,0.127
2024-03-06,-0.462,55.0,55.0,52.38,1.0,1.1,158.56,158.56,A,57.2,1081.26,19.13,attack,True,0.1223,17,0.005,0.1173
2024-03-07,-1.6372,47.99,47.99,48.97,1.0,1.1,139.43,139.43,A,57.2,1061.93,20.07,attack,True,0.1022,18,0.005,0.0972
2024-03-08,1.781,92.12,92.12,64.82,1.0,1.1,233.65,233.65,A,57.2,1099.57,21.65,attack,True,0.1413,19,0.005,0.1363
2024-03-11,0.7768,70.36,70.36,58.46,1.0,1.0,194.28,194.28,A,57.2,1100.59,27.04,attack,True,0.1423,20,0.005,0.1373
2024-03-12,-0.1817,52.02,52.02,50.99,1.0,1.0405,150.68,150.68,A,57.2,1086.85,28.99,attack,True,0.1281,21,0.005,0.1231
2024-03-13,0.243,50.0,50.0,50.0,1.0,1.0,145.11,145.11,A,57.2,1089.4,20.94,attack,True,0.1307,22,0.005,0.1257
2024-03-14,-1.084,54.08,54.08,51.96,1.0,1.1,156.15,156.15,A,57.2,1084.82,15.49,attack,True,0.126,23,0.005,0.121
2024-03-15,0.403,55.0,55.0,52.38,1.0,1.1,158.56,158.56,A,57.2,1106.18,13.22,attack,True,0.1481,24,0.005,0.1431
2024-03-18,1.7063,82.75,82.75,62.34,1.0,1.0,218.06,218.06,A,57.2,1131.61,12.86,attack,True,0.1745,25,0.005,0.1695
2024-03-19,-0.5584,59.73,59.73,54.43,1.0,1.0976,170.4,170.4,A,57.2,1118.9,12.36,attack,True,0.1613,26,0.005,0.1563
2024-03-20,0.3665,51.72,36.2,31.16,1.0,1.0344,53.09,53.09,A,57.2,1120.93,13.09,attack,True,0.1634,27,0.005,0.1584
2024-03-21,-0.3364,54.65,38.25,32.35,1.0,1.0929,57.93,57.93,A,57.2,1118.9,10.4,attack,True,0.1613,28,0.005,0.1563
2024-03-22,-0.5438,60.02,42.01,34.43,1.0,1.1,57.16,57.16,A,57.2,1122.96,9.09,defense,True,0.1655,29,0.005,0.1605
2024-03-25,-1.9393,44.67,44.67,47.18,0.7,1.1,105.5,73.85,A,57.2,1090.92,5.77,defense,True,0.1323,30,0.0,0.1323
2024-03-26,-0.9133,55.95,55.95,52.81,0.7,1.1,129.63,90.74,A,57.2,1078.72,-0.19,defense,True,0.1196,31,0.0,0.1196
2024-03-27,-2.4361,26.73,48.99,49.49,0.7,0.75,115.22,80.65,A,57.2,1052.78,0.5,defense,True,0.0927,32,0.0,0.0927
2024-03-28,1.7197,91.22,91.22,64.59,0.7,1.1,184.41,129.08,A,57.2,1070.07,-1.87,defense,False,0.1106,33,0.0,0.1106
2024-03-29,-0.0424,55.0,55.0,52.38,1.0,1.1,127.74,127.74,A,57.2,1072.61,-4.58,defense,False,0.1133,34,0.0,0.1133
2024-04-01,1.6808,90.65,90.65,64.45,1.0,1.1,183.71,183.71,A,57.2,1096.52,-2.9,defense,False,0.1381,35,0.0,0.1381
2024-04-02,-1.2401,52.36,52.36,51.15,1.0,1.1,122.37,122.37,A,57.2,1076.68,-4.11,defense,True,0.1175,36,0.0,0.1175
2024-04-03,-1.0972,53.93,53.93,51.89,1.0,1.1,125.59,125.59,A,57.2,1060.92,-4.98,defense,False,0.1011,37,0.0,0.1011
2024-04-08,-1.1151,48.85,48.85,49.42,1.0,1.0,114.91,114.91,A,57.2,1057.86,-4.26,defense,False,0.098,38,0.0,0.098
2024-04-09,0.4447,55.0,55.0,52.38,1.0,1.1,127.74,127.74,A,57.2,1055.83,-6.04,defense,False,0.0959,39,0.0,0.0959
2024-04-10,-1.7467,42.53,42.53,45.97,0.7,1.0,100.47,70.33,A,57.2,1033.96,-9.39,defense,False,0.0732,40,0.0,0.0732
2024-04-11,0.0236,50.0,50.0,50.0,0.7,1.0,117.4,82.18,A,57.2,1034.47,-9.12,defense,False,0.0737,41,0.0,0.0737
2024-04-12,0.3413,50.0,35.0,30.43,0.7,1.0,44.42,31.09,A,57.2,1055.83,-8.99,defense,False,0.0959,42,0.0,0.0959
2024-04-15,0.7852,70.47,49.33,38.14,0.7,1.0,70.15,49.11,A,57.2,1064.48,-6.53,defense,False,0.1048,43,0.0,0.1048
2024-04-16,-1.9691,40.31,40.31,44.63,0.7,1.0,95.07,66.55,A,57.2,1037.01,-9.68,defense,False,0.0763,44,0.0,0.0763
2024-04-17,2.5726,103.73,72.61,47.58,0.7,1.1,107.15,75.0,A,57.2,1067.53,-8.58,defense,False,0.108,45,0.0,0.108
2024-04-18,-0.4362,50.0,35.0,30.43,0.7,1.0,44.42,31.09,A,57.2,1063.97,-8.42,defense,False,0.1043,46,0.0,0.1043
2024-04-19,-1.3663,46.34,32.44,28.85,0.7,1.0,39.81,27.87,A,57.2,1045.66,-10.68,defense,False,0.0853,47,0.0,0.0853
2024-04-22,-0.2532,50.0,35.0,30.43,0.0,1.0,44.42,0.0,A,57.2,1027.35,-10.57,defense,False,0.0663,48,0.0,0.0663
2024-04-23,-0.301,37.5,26.25,24.71,0.0,0.75,29.43,0.0,A,57.2,1031.93,-10.26,defense,False,0.0711,49,0.0,0.0711
2024-04-24,1.5478,80.64,56.45,41.37,1.0,1.0,82.22,82.22,A,57.2,1069.05,-5.66,defense,False,0.1096,50,0.0,0.1096
2024-04-25,-0.4023,50.0,35.0,30.43,1.0,1.0,44.42,44.42,A,57.2,1062.95,-4.96,defense,False,0.1033,51,0.0,0.1033
2024-04-26,2.1323,97.27,68.09,45.98,1.0,1.1,100.53,100.53,A,57.2,1100.08,1.46,defense,False,0.1418,52,0.0,0.1418
2024-04-29,2.0367,95.55,66.88,45.53,1.0,1.0963,98.72,98.72,A,57.2,1117.37,1.91,defense,True,0.1597,53,0.0,0.1597
2024-04-30,-0.5711,59.72,41.8,34.32,1.0,1.1,56.78,56.78,A,57.2,1111.27,1.14,defense,True,0.1534,54,0.0,0.1534
2024-05-06,0.6878,69.17,48.42,37.7,1.0,1.0,68.57,68.57,A,57.2,1116.35,-0.26,defense,True,0.1587,55,0.0,0.1587
2024-05-07,-0.3463,55.0,38.5,32.49,1.0,1.1,50.78,50.78,A,57.2,1106.18,1.04,defense,True,0.1481,56,0.0,0.1481
2024-05-08,-1.2066,52.73,36.91,31.57,1.0,1.1,47.89,47.89,A,57.2,1092.96,0.88,defense,True,0.1344,57,0.0,0.1344
2024-05-09,1.0541,81.46,57.02,41.62,1.0,1.1,83.17,83.17,A,57.2,1093.97,4.05,defense,False,0.1355,58,0.0,0.1355
2024-05-10,-0.7571,52.43,36.7,31.45,1.0,1.0,47.51,47.51,A,57.2,1082.28,2.28,defense,False,0.1233,59,0.0,0.1233
2024-05-13,-0.2983,50.0,35.0,30.43,1.0,1.0,44.42,44.42,A,57.2,1087.36,4.45,defense,False,0.1286,60,0.0,0.1286
2024-05-14,0.1004,55.0,38.5,32.49,1.0,1.1,50.78,50.78,A,57.2,1084.31,4.56,defense,False,0.1254,61,0.0,0.1254
2024-05-15,-0.7553,39.33,27.53,25.61,1.0,0.75,31.43,31.43,A,57.2,1078.21,2.93,defense,False,0.1191,62,0.0,0.1191
2024-05-16,0.2894,50.0,35.0,30.43,1.0,1.0,44.42,44.42,A,57.2,1086.35,2.21,defense,False,0.1275,63,0.0,0.1275
2024-05-17,0.6126,68.17,47.72,37.36,1.0,1.0,67.34,67.34,A,57.2,1089.4,6.09,defense,False,0.1307,64,0.0,0.1307
2024-05-20,0.3611,55.0,38.5,32.49,1.0,1.1,50.78,50.78,A,57.2,1100.59,2.86,defense,False,0.1423,65,0.0,0.1423
2024-05-21,-0.3421,50.0,35.0,30.43,1.0,1.0,44.42,44.42,A,57.2,1101.6,3.0,defense,False,0.1434,66,0.0,0.1434
2024-05-22,0.2029,50.0,35.0,30.43,1.0,1.0,44.42,44.42,A,57.2,1093.97,5.35,defense,False,0.1355,67,0.0,0.1355
2024-05-23,-1.1021,48.98,34.29,30.0,1.0,1.0,43.13,43.13,A,57.2,1087.36,4.07,defense,False,0.1286,68,0.0,0.1286
2024-05-24,-1.6312,43.69,30.58,27.66,0.7,1.0,36.55,25.58,A,57.2,1063.97,2.08,defense,False,0.1043,69,0.0,0.1043
2024-05-27,1.4462,79.28,55.5,40.96,0.7,1.0,80.65,56.46,A,57.2,1082.28,1.94,defense,False,0.1233,70,0.0,0.1233
2024-05-28,-0.8842,51.16,51.16,50.57,0.7,1.0,119.86,83.9,A,57.2,1065.49,1.23,defense,False,0.1059,71,0.0,0.1059
2024-05-29,-0.0714,50.0,35.0,30.43,0.7,1.0,44.42,31.09,A,57.2,1062.95,-1.86,defense,False,0.1033,72,0.0,0.1033
2024-05-30,0.617,51.17,51.17,50.58,0.0,0.75,119.88,0.0,A,57.2,1068.04,-3.8,defense,False,0.1085,73,0.0,0.1085
2024-05-31,-0.0989,37.5,37.5,42.86,0.0,0.75,88.01,0.0,A,57.2,1063.46,-3.14,defense,False,0.1038,74,0.0,0.1038
2024-06-03,0.5537,50.54,50.54,50.27,1.0,0.75,118.54,118.54,A,57.2,1094.99,-3.33,defense,False,0.1365,75,0.0,0.1365
2024-06-04,0.2337,50.0,50.0,50.0,1.0,1.0,117.4,117.4,A,57.2,1102.11,-2.52,defense,False,0.1439,76,0.0,0.1439
2024-06-05,-0.1222,50.0,50.0,50.0,1.0,1.0,117.4,117.4,A,57.2,1090.41,-0.98,defense,True,0.1318,77,0.0,0.1318
2024-06-06,-0.1754,50.0,50.0,50.0,1.0,1.0,117.4,117.4,A,57.2,1102.11,-2.7,defense,True,0.1439,78,0.0,0.1439
2024-06-07,-0.7427,52.57,52.57,51.25,1.0,1.0,122.81,122.81,A,57.2,1082.28,-2.68,defense,True,0.1233,79,0.0,0.1233
2024-06-11,1.449,79.32,79.32,61.34,1.0,1.0,168.74,168.74,A,57.2,1092.96,-0.24,defense,False,0.1344,80,0.0,0.1344
2024-06-12,0.2212,55.0,55.0,52.38,1.0,1.1,127.74,127.74,A,57.2,1098.55,-0.06,defense,False,0.1402,81,0.0,0.1402
2024-06-13,0.4564,55.0,55.0,52.38,1.0,1.1,127.74,127.74,A,57.2,1120.93,1.68,defense,False,0.1634,82,0.0,0.1634
2024-06-14,0.6132,68.18,68.18,57.69,1.0,1.0,151.66,151.66,A,57.2,1157.55,2.15,defense,True,0.2014,83,0.0,0.2014
2024-06-17,0.8337,71.12,71.12,58.72,1.0,1.0,156.43,156.43,A,57.2,1177.38,2.47,defense,True,0.222,84,0.0,0.222
2024-06-18,0.409,50.0,50.0,50.0,1.0,1.0,117.4,117.4,A,57.2,1190.61,2.54,defense,True,0.2358,85,0.0,0.2358
2024-06-19,-0.4329,55.0,55.0,52.38,1.0,1.1,127.74,127.74,A,57.2,1186.03,2.41,defense,True,0.231,86,0.0,0.231
2024-06-20,-0.8232,56.95,56.95,53.25,1.0,1.1,131.56,131.56,A,57.2,1176.37,0.91,defense,True,0.221,87,0.0,0.221
2024-06-21,0.2616,55.0,55.0,52.38,1.0,1.1,127.74,127.74,A,57.2,1179.93,2.91,defense,True,0.2247,88,0.0,0.2247
2024-06-24,-1.8098,46.09,46.09,47.97,1.0,1.1,108.77,108.77,A,57.2,1162.13,2.64,defense,True,0.2062,89,0.0,0.2062
2024-06-25,-1.9917,40.08,40.08,44.5,0.7,1.0,94.51,66.16,A,57.2,1134.66,-2.3,defense,True,0.1777,90,0.0,0.1777
2024-06-26,2.2383,98.83,98.83,66.4,0.7,1.1,193.27,135.29,A,57.2,1160.09,2.12,defense,False,0.2041,91,0.0,0.2041
2024-06-27,-0.8695,51.3,35.91,30.98,0.7,1.0,46.08,32.25,A,57.2,1147.88,0.95,defense,False,0.1914,92,0.0,0.1914
2024-06-28,0.4689,50.0,50.0,50.0,0.7,1.0,117.4,82.18,A,57.2,1166.7,0.74,defense,False,0.2109,93,0.0,0.2109
2024-07-01,-0.028,50.0,50.0,50.0,1.0,1.0,117.4,117.4,A,57.2,1182.98,0.84,defense,True,0.2278,94,0.0,0.2278
2024-07-02,-0.7363,52.64,52.64,51.28,1.0,1.0,122.94,122.94,A,57.2,1169.75,-1.0,defense,True,0.2141,95,0.0,0.2141
2024-07-03,-0.0292,50.0,50.0,50.0,1.0,1.0,117.4,117.4,A,57.2,1164.67,-1.37,defense,True,0.2088,96,0.0,0.2088
2024-07-04,-0.9794,50.21,50.21,50.1,1.0,1.0,117.84,117.84,A,57.2,1166.7,-2.58,defense,False,0.2109,97,0.0,0.2109
2024-07-05,0.1657,50.0,50.0,50.0,1.0,1.0,117.4,117.4,A,57.2,1167.21,-2.11,defense,False,0.2115,98,0.0,0.2115
2024-07-08,-0.5535,54.47,54.47,52.14,1.0,1.0,126.67,126.67,A,57.2,1174.33,-1.84,defense,False,0.2189,99,0.0,0.2189
2024-07-09,2.6039,104.19,72.93,47.69,1.0,1.1,107.61,-340.0,A,57.2,1221.12,-0.25,defense,False,0.2674,100,0.0,0.2674
2024-07-10,0.3228,55.0,38.5,32.49,1.0,1.1,50.78,50.78,A,396.86,892.87,-0.11,defense,True,0.2843,101,0.0,0.2843
2024-07-11,0.9694,80.22,56.15,41.24,1.0,1.1,81.74,81.74,A,346.03,949.85,0.62,defense,True,0.2733,102,0.0,0.2733
2024-07-12,-0.5216,60.26,42.18,34.52,1.0,1.1,57.47,57.47,A,264.21,1019.8,-1.0,defense,True,0.232,103,0.0,0.232
2024-07-15,-0.3951,55.0,38.5,32.49,1.0,1.1,50.78,50.78,A,206.68,1073.26,-2.72,defense,True,0.2125,104,0.0,0.2125
